"Statistic Label","Quarter","State","UNIT","VALUE"
"Net Factor Income from Rest of World","1996Q1","State","Euro Million","-2145"
"Net Factor Income from Rest of World","1996Q2","State","Euro Million","-2137"
"Net Factor Income from Rest of World","1996Q3","State","Euro Million","-1648"
"Net Factor Income from Rest of World","1996Q4","State","Euro Million","-1832"
"Net Factor Income from Rest of World","1997Q1","State","Euro Million","-2613"
"Net Factor Income from Rest of World","1997Q2","State","Euro Million","-2603"
"Net Factor Income from Rest of World","1997Q3","State","Euro Million","-2008"
"Net Factor Income from Rest of World","1997Q4","State","Euro Million","-2232"
"Net Factor Income from Rest of World","1998Q1","State","Euro Million","-2436"
"Net Factor Income from Rest of World","1998Q2","State","Euro Million","-2911"
"Net Factor Income from Rest of World","1998Q3","State","Euro Million","-3212"
"Net Factor Income from Rest of World","1998Q4","State","Euro Million","-2589"
"Net Factor Income from Rest of World","1999Q1","State","Euro Million","-2839"
"Net Factor Income from Rest of World","1999Q2","State","Euro Million","-3352"
"Net Factor Income from Rest of World","1999Q3","State","Euro Million","-4243"
"Net Factor Income from Rest of World","1999Q4","State","Euro Million","-3900"
"Net Factor Income from Rest of World","2000Q1","State","Euro Million","-3641"
"Net Factor Income from Rest of World","2000Q2","State","Euro Million","-3309"
"Net Factor Income from Rest of World","2000Q3","State","Euro Million","-4406"
"Net Factor Income from Rest of World","2000Q4","State","Euro Million","-4494"
"Net Factor Income from Rest of World","2001Q1","State","Euro Million","-4297"
"Net Factor Income from Rest of World","2001Q2","State","Euro Million","-5095"
"Net Factor Income from Rest of World","2001Q3","State","Euro Million","-5327"
"Net Factor Income from Rest of World","2001Q4","State","Euro Million","-5303"
"Net Factor Income from Rest of World","2002Q1","State","Euro Million","-6186"
"Net Factor Income from Rest of World","2002Q2","State","Euro Million","-6140"
"Net Factor Income from Rest of World","2002Q3","State","Euro Million","-6112"
"Net Factor Income from Rest of World","2002Q4","State","Euro Million","-6564"
"Net Factor Income from Rest of World","2003Q1","State","Euro Million","-6047"
"Net Factor Income from Rest of World","2003Q2","State","Euro Million","-5980"
"Net Factor Income from Rest of World","2003Q3","State","Euro Million","-5503"
"Net Factor Income from Rest of World","2003Q4","State","Euro Million","-6194"
"Net Factor Income from Rest of World","2004Q1","State","Euro Million","-6146"
"Net Factor Income from Rest of World","2004Q2","State","Euro Million","-6495"
"Net Factor Income from Rest of World","2004Q3","State","Euro Million","-6059"
"Net Factor Income from Rest of World","2004Q4","State","Euro Million","-6249"
"Net Factor Income from Rest of World","2005Q1","State","Euro Million","-6652"
"Net Factor Income from Rest of World","2005Q2","State","Euro Million","-7761"
"Net Factor Income from Rest of World","2005Q3","State","Euro Million","-6110"
"Net Factor Income from Rest of World","2005Q4","State","Euro Million","-6292"
"Net Factor Income from Rest of World","2006Q1","State","Euro Million","-6936"
"Net Factor Income from Rest of World","2006Q2","State","Euro Million","-6702"
"Net Factor Income from Rest of World","2006Q3","State","Euro Million","-7729"
"Net Factor Income from Rest of World","2006Q4","State","Euro Million","-5704"
"Net Factor Income from Rest of World","2007Q1","State","Euro Million","-8377"
"Net Factor Income from Rest of World","2007Q2","State","Euro Million","-8523"
"Net Factor Income from Rest of World","2007Q3","State","Euro Million","-7056"
"Net Factor Income from Rest of World","2007Q4","State","Euro Million","-7414"
"Net Factor Income from Rest of World","2008Q1","State","Euro Million","-7088"
"Net Factor Income from Rest of World","2008Q2","State","Euro Million","-7401"
"Net Factor Income from Rest of World","2008Q3","State","Euro Million","-8074"
"Net Factor Income from Rest of World","2008Q4","State","Euro Million","-6377"
"Net Factor Income from Rest of World","2009Q1","State","Euro Million","-8272"
"Net Factor Income from Rest of World","2009Q2","State","Euro Million","-8744"
"Net Factor Income from Rest of World","2009Q3","State","Euro Million","-8752"
"Net Factor Income from Rest of World","2009Q4","State","Euro Million","-7448"
"Net Factor Income from Rest of World","2010Q1","State","Euro Million","-8814"
"Net Factor Income from Rest of World","2010Q2","State","Euro Million","-8650"
"Net Factor Income from Rest of World","2010Q3","State","Euro Million","-7504"
"Net Factor Income from Rest of World","2010Q4","State","Euro Million","-5707"
"Net Factor Income from Rest of World","2011Q1","State","Euro Million","-9337"
"Net Factor Income from Rest of World","2011Q2","State","Euro Million","-9670"
"Net Factor Income from Rest of World","2011Q3","State","Euro Million","-8928"
"Net Factor Income from Rest of World","2011Q4","State","Euro Million","-8894"
"Net Factor Income from Rest of World","2012Q1","State","Euro Million","-9934"
"Net Factor Income from Rest of World","2012Q2","State","Euro Million","-9369"
"Net Factor Income from Rest of World","2012Q3","State","Euro Million","-9209"
"Net Factor Income from Rest of World","2012Q4","State","Euro Million","-8723"
"Net Factor Income from Rest of World","2013Q1","State","Euro Million","-7860"
"Net Factor Income from Rest of World","2013Q2","State","Euro Million","-8936"
"Net Factor Income from Rest of World","2013Q3","State","Euro Million","-7866"
"Net Factor Income from Rest of World","2013Q4","State","Euro Million","-6511"
"Net Factor Income from Rest of World","2014Q1","State","Euro Million","-8455"
"Net Factor Income from Rest of World","2014Q2","State","Euro Million","-8921"
"Net Factor Income from Rest of World","2014Q3","State","Euro Million","-8596"
"Net Factor Income from Rest of World","2014Q4","State","Euro Million","-7401"
"Net Factor Income from Rest of World","2015Q1","State","Euro Million","-16478"
"Net Factor Income from Rest of World","2015Q2","State","Euro Million","-11591"
"Net Factor Income from Rest of World","2015Q3","State","Euro Million","-18083"
"Net Factor Income from Rest of World","2015Q4","State","Euro Million","-15902"
"Net Factor Income from Rest of World","2016Q1","State","Euro Million","-11526"
"Net Factor Income from Rest of World","2016Q2","State","Euro Million","-11950"
"Net Factor Income from Rest of World","2016Q3","State","Euro Million","-14970"
"Net Factor Income from Rest of World","2016Q4","State","Euro Million","-13734"
"Net Factor Income from Rest of World","2017Q1","State","Euro Million","-15481"
"Net Factor Income from Rest of World","2017Q2","State","Euro Million","-16770"
"Net Factor Income from Rest of World","2017Q3","State","Euro Million","-14499"
"Net Factor Income from Rest of World","2017Q4","State","Euro Million","-16908"
"Net Factor Income from Rest of World","2018Q1","State","Euro Million","-18439"
"Net Factor Income from Rest of World","2018Q2","State","Euro Million","-17782"
"Net Factor Income from Rest of World","2018Q3","State","Euro Million","-17834"
"Net Factor Income from Rest of World","2018Q4","State","Euro Million","-21116"
"Net Factor Income from Rest of World","2019Q1","State","Euro Million","-19431"
"Net Factor Income from Rest of World","2019Q2","State","Euro Million","-21202"
"Net Factor Income from Rest of World","2019Q3","State","Euro Million","-19953"
"Net Factor Income from Rest of World","2019Q4","State","Euro Million","-19149"
"Net Factor Income from Rest of World","2020Q1","State","Euro Million","-21713"
"Net Factor Income from Rest of World","2020Q2","State","Euro Million","-21755"
"Net Factor Income from Rest of World","2020Q3","State","Euro Million","-29245"
"Net Factor Income from Rest of World","2020Q4","State","Euro Million","-20530"
"Net Factor Income from Rest of World","2021Q1","State","Euro Million","-30136"
"Net Factor Income from Rest of World","2021Q2","State","Euro Million","-29316"
"Net Factor Income from Rest of World","2021Q3","State","Euro Million","-28357"
"Net Factor Income from Rest of World","2021Q4","State","Euro Million","-22947"
"Net Factor Income from Rest of World","2022Q1","State","Euro Million","-35471"
"Net Factor Income from Rest of World","2022Q2","State","Euro Million","-33443"
"Net Factor Income from Rest of World","2022Q3","State","Euro Million","-39677"
"Net Factor Income from Rest of World","2022Q4","State","Euro Million","-30521"
"Net Factor Income from Rest of World","2023Q1","State","Euro Million","-38244"
"Net Factor Income from Rest of World","2023Q2","State","Euro Million","-27505"
"Net Factor Income from Rest of World","2023Q3","State","Euro Million","-23485"
"GNP at Constant Market Prices","1995Q1","State","Euro Million","22062"
"GNP at Constant Market Prices","1995Q2","State","Euro Million","23106"
"GNP at Constant Market Prices","1995Q3","State","Euro Million","24178"
"GNP at Constant Market Prices","1995Q4","State","Euro Million","23762"
"GNP at Constant Market Prices","1996Q1","State","Euro Million","23858"
"GNP at Constant Market Prices","1996Q2","State","Euro Million","25141"
"GNP at Constant Market Prices","1996Q3","State","Euro Million","25439"
"GNP at Constant Market Prices","1996Q4","State","Euro Million","25187"
"GNP at Constant Market Prices","1997Q1","State","Euro Million","25302"
"GNP at Constant Market Prices","1997Q2","State","Euro Million","27185"
"GNP at Constant Market Prices","1997Q3","State","Euro Million","28399"
"GNP at Constant Market Prices","1997Q4","State","Euro Million","28408"
"GNP at Constant Market Prices","1998Q1","State","Euro Million","28676"
"GNP at Constant Market Prices","1998Q2","State","Euro Million","29150"
"GNP at Constant Market Prices","1998Q3","State","Euro Million","29948"
"GNP at Constant Market Prices","1998Q4","State","Euro Million","29793"
"GNP at Constant Market Prices","1999Q1","State","Euro Million","31220"
"GNP at Constant Market Prices","1999Q2","State","Euro Million","31124"
"GNP at Constant Market Prices","1999Q3","State","Euro Million","31770"
"GNP at Constant Market Prices","1999Q4","State","Euro Million","32974"
"GNP at Constant Market Prices","2000Q1","State","Euro Million","33343"
"GNP at Constant Market Prices","2000Q2","State","Euro Million","35129"
"GNP at Constant Market Prices","2000Q3","State","Euro Million","34924"
"GNP at Constant Market Prices","2000Q4","State","Euro Million","35395"
"GNP at Constant Market Prices","2001Q1","State","Euro Million","35338"
"GNP at Constant Market Prices","2001Q2","State","Euro Million","35075"
"GNP at Constant Market Prices","2001Q3","State","Euro Million","34808"
"GNP at Constant Market Prices","2001Q4","State","Euro Million","36135"
"GNP at Constant Market Prices","2002Q1","State","Euro Million","34987"
"GNP at Constant Market Prices","2002Q2","State","Euro Million","35873"
"GNP at Constant Market Prices","2002Q3","State","Euro Million","36465"
"GNP at Constant Market Prices","2002Q4","State","Euro Million","37382"
"GNP at Constant Market Prices","2003Q1","State","Euro Million","36082"
"GNP at Constant Market Prices","2003Q2","State","Euro Million","37263"
"GNP at Constant Market Prices","2003Q3","State","Euro Million","37601"
"GNP at Constant Market Prices","2003Q4","State","Euro Million","40609"
"GNP at Constant Market Prices","2004Q1","State","Euro Million","39302"
"GNP at Constant Market Prices","2004Q2","State","Euro Million","40517"
"GNP at Constant Market Prices","2004Q3","State","Euro Million","40023"
"GNP at Constant Market Prices","2004Q4","State","Euro Million","42434"
"GNP at Constant Market Prices","2005Q1","State","Euro Million","41459"
"GNP at Constant Market Prices","2005Q2","State","Euro Million","41882"
"GNP at Constant Market Prices","2005Q3","State","Euro Million","42619"
"GNP at Constant Market Prices","2005Q4","State","Euro Million","45141"
"GNP at Constant Market Prices","2006Q1","State","Euro Million","44274"
"GNP at Constant Market Prices","2006Q2","State","Euro Million","44897"
"GNP at Constant Market Prices","2006Q3","State","Euro Million","44275"
"GNP at Constant Market Prices","2006Q4","State","Euro Million","47368"
"GNP at Constant Market Prices","2007Q1","State","Euro Million","46955"
"GNP at Constant Market Prices","2007Q2","State","Euro Million","46116"
"GNP at Constant Market Prices","2007Q3","State","Euro Million","46240"
"GNP at Constant Market Prices","2007Q4","State","Euro Million","48216"
"GNP at Constant Market Prices","2008Q1","State","Euro Million","46729"
"GNP at Constant Market Prices","2008Q2","State","Euro Million","45293"
"GNP at Constant Market Prices","2008Q3","State","Euro Million","44595"
"GNP at Constant Market Prices","2008Q4","State","Euro Million","43522"
"GNP at Constant Market Prices","2009Q1","State","Euro Million","41656"
"GNP at Constant Market Prices","2009Q2","State","Euro Million","41325"
"GNP at Constant Market Prices","2009Q3","State","Euro Million","41036"
"GNP at Constant Market Prices","2009Q4","State","Euro Million","40986"
"GNP at Constant Market Prices","2010Q1","State","Euro Million","40948"
"GNP at Constant Market Prices","2010Q2","State","Euro Million","41863"
"GNP at Constant Market Prices","2010Q3","State","Euro Million","43631"
"GNP at Constant Market Prices","2010Q4","State","Euro Million","44569"
"GNP at Constant Market Prices","2011Q1","State","Euro Million","41189"
"GNP at Constant Market Prices","2011Q2","State","Euro Million","41830"
